"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","year"
"32986",42,"entrepreneur","married","basic.4y","unknown","no","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32987",56,"services","single","basic.4y","unknown","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32990",35,"services","married","basic.9y","unknown","no","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32992",37,"admin.","married","high.school","no","no","no","telephone","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32993",35,"blue-collar","married","basic.9y","no","no","no","telephone","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33002",33,"blue-collar","single","basic.9y","no","no","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33011",49,"blue-collar","single","high.school","no","yes","yes","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33013",44,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33015",35,"technician","single","university.degree","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33016",31,"blue-collar","married","basic.9y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33018",33,"services","married","basic.9y","no","unknown","unknown","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33019",36,"technician","single","professional.course","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33022",42,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33023",47,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33026",44,"blue-collar","married","high.school","no","unknown","unknown","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33027",31,"technician","married","university.degree","no","yes","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33028",33,"services","single","high.school","no","no","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33031",37,"blue-collar","married","basic.9y","unknown","unknown","unknown","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33033",26,"services","single","high.school","no","no","no","cellular","may","mon",2,999,2,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33034",31,"technician","single","university.degree","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33035",36,"technician","married","university.degree","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33036",27,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","mon",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",2009
"33039",25,"technician","single","university.degree","no","no","yes","cellular","may","mon",3,12,2,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33045",33,"admin.","married","university.degree","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33046",40,"unemployed","single","high.school","unknown","yes","no","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33047",33,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",2009
"33048",35,"entrepreneur","married","high.school","no","yes","no","cellular","may","mon",3,999,2,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33051",29,"student","single","unknown","no","no","no","telephone","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33053",37,"services","married","high.school","unknown","yes","no","telephone","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33054",54,"management","married","basic.6y","no","yes","no","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33057",53,"blue-collar","married","basic.4y","unknown","unknown","unknown","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33064",54,"management","married","high.school","unknown","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33065",33,"technician","single","university.degree","no","no","no","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33066",29,"technician","single","basic.9y","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33067",31,"technician","single","university.degree","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33070",46,"management","married","university.degree","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33071",41,"entrepreneur","married","basic.9y","no","no","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"33079",28,"student","single","university.degree","unknown","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33081",38,"services","single","basic.6y","no","yes","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",2009
"33082",23,"blue-collar","married","basic.6y","unknown","no","no","cellular","may","tue",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33087",43,"blue-collar","single","basic.4y","no","yes","no","telephone","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33088",35,"admin.","single","high.school","no","yes","no","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33090",32,"management","single","professional.course","no","no","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33091",39,"services","married","high.school","no","yes","no","telephone","may","tue",12,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33092",27,"services","married","high.school","no","yes","yes","cellular","may","tue",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33093",37,"admin.","married","high.school","no","yes","no","cellular","may","tue",4,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33095",40,"blue-collar","married","basic.4y","no","yes","yes","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33097",26,"services","single","university.degree","no","yes","no","cellular","may","tue",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33098",30,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33100",47,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33102",35,"admin.","single","high.school","no","yes","yes","cellular","may","tue",4,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33103",41,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33114",33,"services","married","basic.6y","no","no","no","cellular","may","tue",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33117",26,"admin.","single","university.degree","no","yes","yes","cellular","may","tue",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33119",30,"services","single","basic.6y","no","yes","no","cellular","may","tue",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33124",51,"blue-collar","divorced","high.school","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33126",43,"blue-collar","married","unknown","no","yes","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33130",32,"management","single","professional.course","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",2009
"33131",37,"blue-collar","divorced","professional.course","no","yes","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33134",34,"admin.","married","high.school","no","yes","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33140",33,"technician","single","professional.course","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33146",42,"blue-collar","married","basic.6y","no","no","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33150",36,"blue-collar","married","unknown","no","no","no","telephone","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33152",40,"services","divorced","high.school","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33159",35,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33160",27,"blue-collar","single","basic.4y","no","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33161",36,"services","single","high.school","no","yes","no","telephone","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33164",35,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33167",45,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33169",28,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33172",38,"admin.","married","basic.9y","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33174",48,"technician","divorced","basic.9y","unknown","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33177",48,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","tue",4,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33179",29,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"yes",2009
"33180",35,"blue-collar","married","high.school","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33183",33,"technician","single","professional.course","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33185",41,"housemaid","married","basic.4y","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33186",54,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33189",30,"admin.","married","university.degree","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33190",46,"entrepreneur","married","high.school","no","no","no","cellular","may","tue",1,6,1,"success",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33192",26,"services","married","basic.9y","no","no","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",2009
"33195",43,"admin.","single","university.degree","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33203",36,"admin.","single","university.degree","no","yes","no","cellular","may","tue",3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33204",27,"blue-collar","single","basic.4y","no","no","no","cellular","may","tue",2,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33211",32,"admin.","single","university.degree","no","no","no","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33213",49,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","tue",6,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33214",30,"admin.","married","university.degree","no","no","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33216",50,"blue-collar","divorced","basic.4y","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",2009
"33219",41,"management","married","high.school","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33226",26,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33227",36,"admin.","single","university.degree","no","no","no","cellular","may","tue",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33230",48,"admin.","divorced","university.degree","no","no","no","cellular","may","tue",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",2009
"33232",34,"admin.","divorced","professional.course","no","yes","yes","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33235",55,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33236",31,"blue-collar","married","basic.9y","no","yes","no","cellular","may","tue",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33238",39,"blue-collar","single","basic.4y","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33239",31,"blue-collar","married","high.school","no","yes","yes","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33241",32,"entrepreneur","married","high.school","no","unknown","unknown","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33242",36,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33243",26,"services","single","university.degree","no","yes","no","telephone","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33245",26,"blue-collar","married","basic.4y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33246",32,"blue-collar","single","high.school","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33251",28,"technician","married","basic.9y","no","no","no","cellular","may","tue",1,12,1,"success",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33253",37,"admin.","single","high.school","unknown","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33254",54,"management","divorced","professional.course","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33256",38,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33261",34,"self-employed","single","university.degree","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33267",34,"blue-collar","single","basic.9y","no","yes","yes","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33271",35,"admin.","single","basic.9y","no","yes","no","telephone","may","tue",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33273",34,"blue-collar","single","basic.9y","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33275",29,"services","married","basic.9y","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33276",33,"self-employed","single","high.school","no","no","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33278",46,"technician","married","professional.course","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33280",36,"services","single","high.school","unknown","yes","no","cellular","may","tue",6,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33282",33,"self-employed","single","high.school","no","yes","no","cellular","may","tue",1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33284",31,"blue-collar","married","basic.9y","no","no","no","cellular","may","tue",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33286",34,"admin.","divorced","university.degree","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33287",31,"services","single","high.school","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
"33288",43,"admin.","married","high.school","no","yes","no","cellular","may","tue",3,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no",2009
